OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
1886,38814,AZ3440411269319980711,UNNAMED,1998,7,11,190053.474467742,231304012.804342,Unknown
1890,44163,AZ3405511018420160615,CEDAR,2016,6,15,95612.2206327515,260824617.761909,Wildfire
1920,33593,AZ3357411024620150616,WHITETAIL,2015,6,16,124856.758328564,196286756.501649,Wildfire
1935,563664,AZ3360210944920110529,WALLOW,2011,5,29,444168.484935639,3311713830.71829,Wildfire
1954,118494,AZ3410911149820040624,WILLOW,2004,6,24,263982.230644488,701241928.027017,Wildfire
1962,73775,AZ3341710997520140419,SKUNK,2014,4,19,141117.027745634,430052103.401587,Wildfire
1993,461774,AZ3423311046320020618,RODEO,2002,6,18,467887.565980724,2740758237.45701,Wildfire
2007,246143,AZ3424311187720050621,CAVE CREEK COMPLEX,2005,6,21,369241.227303413,1455357764.41154,Wildfire
2016,60574,AZ3368911131719960427,LONE,1996,4,27,143275.786314347,354990193.646067,Wildfire
2091,32294,AZ3392311092420160520,JUNIPER,2016,5,20,112040.336501027,189964227.353697,Wildfire
2120,69291,AZ3379211140020050716,EDGE COMPLEX,2005,7,16,197487.501293526,407046595.839656,Wildfire
2173,32963,AZ3301211384020050101,KING VALLEY,2005,1,1,192610.2115943,190485735.580385,Wildfire
2219,31774,AZ3242411066920020520,BULLOCK,2002,5,20,90911.4495072131,180982657.237093,Wildfire
2220,79707,AZ3243311077720030617,UNNAMED,2003,6,17,202819.215484455,454104672.298352,Wildfire
2237,226079,AZ3182010921120110508,HORSESHOE2,2011,5,8,350905.975011835,1272941446.76716,Wildfire
2297,65148,AZ3266111295120050617,GOLDWATER,2005,6,17,321135.261770089,373027333.894946,Wildfire
2299,64408,AZ3154111115820110530,MURPHYCOMPLEX,2011,5,30,193667.574216343,359343782.295447,Wildfire
2317,30220,AZ3155211041720110612,MONUMENT,2011,6,12,162983.570088273,168341533.856778,Wildfire
2332,31880,AZ3271210988120040626,NUTALL COMPLEX (NUTALL),2004,6,26,99318.355627462,182745005.192198,Wildfire
2374,36922,AZ3157711050520020429,RYAN,2002,4,29,112052.20714806,206497603.175806,Wildfire
2436,47496,CA3330011692020071023,POOMACHA,2007,10,23,140121.468296014,275881739.127074,Wildfire
2444,40566,CA3386111687920061026,ESPERANZA,2006,10,26,132351.924471759,238688776.238351,Wildfire
2512,33232,CA3339211745520080702,YELLOW,2008,7,2,169137.49580778,193406085.770253,Wildfire
2556,39428,CA3262111684920031026,MINE/OTAY,2003,10,26,112657.508691252,225560547.280035,Wildfire
2572,90443,CA3264611677120071021,HARRIS,2007,10,21,239057.649787804,517692591.660103,Wildfire
2588,35478,AZ3653611241819960620,BRIDGER KNOLL,1996,6,20,135945.907576356,222828611.611869,Wildfire
2618,36126,AZ3658411371220050630,TWEEDY POINT,2005,6,30,113186.555258671,227179252.250995,Wildfire
2619,44460,AZ3659011384920050721,COW,2005,7,21,85027.5937726699,279630740.480984,Wildfire
2623,35205,AZ3660111368320120711,HOBBLE COMPLEX,2012,7,11,115936.832226046,221503025.300645,Wildfire
2641,58255,AZ3662511217320060608,WARM,2006,6,8,125365.663576297,366731809.812723,Wildfire
2646,167551,CA3307911676620071021,WITCH,2007,10,21,384428.261750191,968201553.356304,Wildfire
2662,268362,CA3293911676620031025,CEDAR,2003,10,25,455221.909249717,1546139465.86024,Wildfire
2666,65407,CA3314611657420020729,PINES,2002,7,29,241820.723544286,378537664.087086,Wildfire
2682,55995,CA3320411691620031026,PARADISE,2003,10,26,145315.195065693,324543517.136874,Wildfire
2894,35927,AZ3474411139720160529,JACK,2016,5,29,131522.955180696,215622234.460829,Wildfire
2952,48441,CA3539212068319940814,41,1994,8,14,136220.130452473,295637223.818492,Wildfire
2966,36162,CA3627912162519990909,KIRK COMPLEX (FIVE),1999,9,9,134739.744360845,225639125.669444,Wildfire
3023,76158,CA3593011818220000722,MANTER,2000,7,22,190020.619419454,471044700.850906,Wildfire
3040,36251,CA3549511834020080628,PIUTE,2008,6,28,143468.281733728,221800223.536851,Wildfire
3041,39070,CA3593312121920050825,UNNAMED,2005,8,25,87988.9821489973,241668880.06271,Wildfire
3048,43053,CA3605412146419990913,KIRK COMPLEX (HARE),1999,9,13,210144.063795002,267120128.78719,Wildfire
3052,41654,CA3606512116519850708,CHERRY,1985,7,8,132933.484948386,258510549.424959,Wildfire
3053,52474,CA3606612146119850706,GORDA-RAT,1985,7,6,158200.611383182,325804086.51954,Wildfire
3065,146540,CA3606711840020020721,MCNALLY,2002,7,21,397769.344616134,909494084.409725,Wildfire
3106,48067,CA3561311846620160623,ERSKINE,2016,6,23,195144.019474668,294663362.330146,Wildfire
3115,59095,CA3613612137820080608,BASIN COMPLEX (INDIANS),2008,6,8,186702.947177519,367409235.233286,Wildfire
3121,75841,CA3528712050619850701,LAS PILITAS,1985,7,1,198215.642184648,461664810.653935,Wildfire
3134,46139,CA3531811949919970519,LOKERN,1997,5,19,136419.06053387,281082088.167401,Prescribed Fire
3137,46950,CA3567012100420160813,CHIMNEY,2016,8,13,145848.494666087,289034217.763768,Wildfire
3165,164537,CA3621212157820080621,BASIN COMPLEX,2008,6,21,309664.22635509,1026082976.8546,Wildfire
3170,94698,CA3534412027619960815,FIFTY-EIGHT,1996,8,15,199484.260701604,577269050.929732,Wildfire
3206,37505,CA3419511777720020922,WILLIAMS,2002,9,22,108591.162741106,222398153.750609,Wildfire
3216,241845,CA3469511965920070704,ZACA,2007,7,4,339010.681426101,1451231086.21349,Wildfire
3223,44309,CA3472511995719930925,MARRE,1993,9,25,144333.847462921,266075075.895445,Wildfire
3260,69967,CA3508611531720050622,HACKBERRY COMPLEX,2005,6,22,266747.983426658,424050262.105543,Wildfire
3265,46724,CA3441311914919851014,FERNDALE,1985,10,14,128629.34596157,278480385.45019,Wildfire
3271,41562,CA3443111839820160722,SAND,2016,7,22,118804.961494822,247578431.95347,Wildfire
3283,49627,CA3511312010319970804,LOGAN,1997,8,4,165235.893476624,300812389.720595,Wildfire
3304,84213,CA3493612002720090808,LA BREA,2009,8,8,170375.316449613,508279445.125843,Wildfire
3306,90180,CA3424711728420031025,OLD,2003,10,25,306609.633682643,535237146.218801,Wildfire
3321,36857,CA3425911746120160816,BLUE CUT,2016,8,16,145596.685420507,219233555.253929,Wildfire
3328,63920,CA3448011886120031023,PIRU,2003,10,23,128712.070566715,381598585.732851,Wildfire
3345,126854,CA3451011935419850701,WHEELER #2,1985,7,1,177392.856288111,757852062.399634,Wildfire
3347,41332,CA3451511844620071021,BUCKWEED,2007,10,21,103563.584808754,246952217.925447,Wildfire
3348,37009,CA3451611872720071020,RANCH,2007,10,20,95981.8548057637,221133797.970281,Wildfire
3384,33323,CA3454611980520160818,REY,2016,8,18,127515.198282473,199416990.921114,Wildfire
3416,86585,CA3411411662020060709,MILLARD,2006,7,9,206862.577402275,512468348.082741,Wildfire
3417,38115,CA3411411897719931026,GREEN MEADOWS,1993,10,26,145935.766909592,225588069.736155,Wildfire
3436,165368,CA3432711813620090826,STATION,2009,8,26,223340.364552996,983666462.574041,Wildfire
3440,107756,CA3433511879220031025,SIMI,2003,10,25,262543.741994744,641101467.289634,Wildfire
3448,32329,CA3459511843720130530,POWERHOUSE,2013,5,30,140118.565402652,193834524.143944,Wildfire
3454,30422,CA3415811689620150617,LAKE,2015,6,17,147729.878610618,180183494.826625,Wildfire
3457,63525,CA3434511710619990828,WILLOW,1999,8,28,190302.120181034,378036371.12891,Wildfire
3476,159713,CA3461511897120060904,DAY,2006,9,4,291987.597419872,956553796.678114,Wildfire
3485,50799,CA3418611747320031021,GRAND PRIX,2003,10,21,177730.85106246,301285894.298694,Wildfire
3518,65718,CA4022012073620070903,MOONLIGHT,2007,9,3,114973.450780316,456657891.601685,Wildfire
3522,37162,CA3880312232819991016,SIXTEEN,1999,10,16,182213.510634827,247993064.308861,Wildfire
3529,54162,CA3954212303919870831,MENDENHALL,1987,8,31,164517.95811138,369052408.113104,Wildfire
3561,77507,CA3884412276020150912,VALLEY,2015,9,12,254813.342195011,517001222.317007,Wildfire
3567,47912,CA3960112019319940816,COTTONWOOD,1994,8,16,116503.135259208,327018230.748628,Wildfire
3575,52091,CA3985212144420080814,BTU LIGHTNING COMPLEX (LONG BRANCH-JACK),2008,8,14,177472.642263793,358113126.114293,Wildfire
3577,43689,CA3986612313320120818,NORTH PASS,2012,8,18,97037.4367634959,300638723.826543,Wildfire
3596,34459,CA3988512131319990823,MHRD COMPLEX (BUCKS),1999,8,23,110695.230070746,237123926.381192,Wildfire
3604,96125,CA3891212249320150729,ROCKY,2015,7,29,173944.277366342,643494501.922344,Wildfire
3624,79978,CA4001012127720120729,CHIPS,2012,7,29,189067.41411149,553726483.439853,Wildfire
3626,72894,CA3834312069620150909,BUTTE,2015,9,9,149104.340890813,479253964.209826,Wildfire
3643,49588,CA4002712128720000817,STORRIE,2000,8,17,166254.469187726,342643845.490132,Wildfire
3646,35750,CA3843012209419880917,MILLER,1988,9,17,88726.957317277,236115044.672077,Wildfire
3665,128266,CA4004112182419900806,CAMPBELL,1990,8,6,184567.168813276,886654269.946411,Wildfire
3696,94888,CA4009612297920080621,YOLLA BOLLY COMPLEX (IRON),2008,6,21,196091.760121486,656976770.841564,Wildfire
3713,39194,CA4010812030519870830,CLARK,1987,8,30,130957.129921793,271462139.323376,Wildfire
3728,44256,CA4012012175619940918,BARKLEY,1994,9,18,92057.1734891771,306625588.374209,Wildfire
3751,39335,CA3875712227420041010,RUMSEY,2004,10,10,136957.065996392,262150654.656922,Wildfire
3758,61203,CA4017912180419990928,GUN 2,1999,9,28,130260.335350172,424773577.707484,Wildfire
3763,99070,CA3878212060420140913,KING,2014,9,13,257570.129395872,662939093.983196,Wildfire
3767,83209,CA3920212274419960811,FORK,1996,8,11,177946.737192124,561521242.852531,Wildfire
3790,36673,CA3924412120719880911,49R,1988,9,11,136574.613834678,247736857.230028,Wildfire
3808,49250,CA3773211993719870830,LARSON,1987,8,30,124051.055728341,319183087.748291,Wildfire
3839,36851,CA3736012134520060709,CANYON,2006,7,9,113901.472590055,236474993.462647,Wildfire
3862,39333,CA3779612006019870830,HAMM,1987,8,30,142566.892887994,255344956.275635,Wildfire
3869,257084,CA3785712008620130817,RIM,2013,8,17,388905.673106405,1673871280.9178,Wildfire
3914,33479,CA3760712001520080725,TELEGRAPH,2008,7,25,133384.964413939,216250702.442612,Wildfire
3920,58161,CA3791311981819960814,UNNAMED,1996,8,14,133378.220856119,378767483.117441,Wildfire
3922,49296,CA3791712013219870831,PAPER,1987,8,31,146295.07714313,321073142.05203,Wildfire
3958,132380,CA3646112190120160722,SOBERANES,2016,7,22,408996.505241154,826967123.377748,Wildfire
4003,47424,CA3722312142820070903,LICK,2007,9,3,134239.27460884,303219484.860478,Wildfire
4050,146370,CA3687411890520150801,ROUGH,2015,8,1,324391.992469244,926504446.309486,Wildfire
4113,30573,CO3806910844420020709,BURN CANYON,2002,7,9,124763.15855075,199953798.811279,Wildfire
4114,129417,CO3922010528720020608,HAYMAN,2002,6,8,383466.922875953,871963422.046957,Wildfire
4219,68919,CO3744910767720020609,MISSIONARY RIDGE,2002,6,9,323633.92326241,442773577.446422,Wildfire
4242,46612,CO3756110376220080607,BRIDGER,2008,6,7,122284.089332079,300711218.728822,Wildfire
4243,36864,CO3756710383820110605,BEARSPRINGS,2011,6,5,115713.130444314,237894989.838365,Wildfire
4244,34441,CO3758810686320130605,WEST FORK COMPLEX - EAST ZONE,2013,6,5,224211.022427529,222539494.465381,Wildfire
4271,46991,CO3769910713620130605,PAPOOSE,2013,6,5,299867.715123973,304276713.933236,Wildfire
4295,306811,CA4062112015220120812,RUSH,2012,8,12,576353.090112668,2157120477.14343,Wildfire
4301,35444,CA4064212358620150731,ROUTE COMPLEX,2015,7,31,107825.933002508,249049072.853296,Wildfire
4341,34506,CA4126812300220140731,WHITES,2014,7,31,124734.631537586,247742035.075786,Wildfire
4361,118491,CA4179612337420140814,HAPPY CAMP COMPLEX,2014,8,14,214373.7661252,861487676.18197,Wildfire
4369,40029,CA4134912330820080620,BEAR WALLOW COMPLEX (UKONOM),2008,6,20,138192.141515537,287698155.919755,Unknown
4383,62340,CA4084612185219920820,FOUNTAIN,1992,8,20,135030.372934027,441291582.656317,Wildfire
4389,53626,CA4141212331619870830,YELLOW #2,1987,8,30,148920.792912506,385642007.859595,Wildfire
4399,39771,CA4090112136820140731,BALD,2014,7,31,104296.467000548,281748435.770843,Wildfire
4412,33940,CA4185312311520160828,GAP,2016,8,28,102993.755333819,247790178.54093,Wildfire
4416,78532,CA4091312343720150731,RIVER COMPLEX,2015,7,31,228176.608937712,557141049.048057,Wildfire
4421,100961,CA4095112320220060902,PIGEON,2006,9,2,247626.46969608,716944028.04061,Wildfire
4437,36333,CA4189812322019870830,FORT COPPER,1987,8,30,114217.645432175,265581768.108587,Wildfire
4455,34275,CA4192412288020140730,KNF BEAVER,2014,7,30,115033.155084498,250460169.099228,Wildfire
4458,47731,CA4099512207820120818,BAGLEY,2012,8,18,119511.029397019,339826143.610265,Wildfire
4462,124499,CA4104812343519990927,BIG BAR COMPLEX (MEGRAM),1999,9,27,270760.397275312,886669064.216241,Wildfire
4465,71448,CA4154112338120080722,PANTHER,2008,7,22,325555.855803844,516533857.938269,Wildfire
4482,31129,CA4068012335620150731,PATTISON,2015,7,31,126537.536693906,219284147.968904,Wildfire
4506,100823,CA4161412365820080621,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),2008,6,21,231628.223740904,729249155.417639,Wildfire
4518,32397,CA4071412316220080621,IRON AND ALPS COMPLEXES (EAGLE),2008,6,21,115862.003842849,228427534.163793,Wildfire
4520,30967,CA4072012156220140731,EILER,2014,7,31,112185.181412484,218844187.396907,Wildfire
4525,57648,CA4114311975020120805,LOST,2012,8,5,308568.163053424,413259042.751346,Wildfire
4527,30803,CA4118212024620010809,BLUE COMPLEX (BLUE),2001,8,9,91920.0935382833,220266717.929118,Wildfire
4534,36513,CA4054612266320080621,SHU LIGHTNING COMPLEX (MOON),2008,6,21,135899.272393454,256171488.358633,Wildfire
4537,67432,CA4073412017820010809,OBSERVATION,2001,8,9,251908.903340708,475747525.302884,Wildfire
4558,71390,CA4163812338919870830,KING TITUS,1987,8,30,130372.44506286,517669327.724254,Wildfire
4641,49716,FL2656608039119890521,UNNAMED,1989,5,21,95392.681496703,252510893.136328,Wildfire
4667,32578,FL2618108061620070417,UNNAMED,2007,4,17,64585.411540986,164379691.452712,Wildfire
4810,35018,FL2626808062619850203,UNNAMED,1985,2,3,121744.298919602,176923165.544909,Wildfire
4826,90127,FL2622108060319890622,UNNAMED,1989,6,22,157484.432376761,455068033.990404,Wildfire
4827,51504,FL2622208075919850225,ALLEY,1985,2,25,102562.322415958,260056507.154957,Wildfire
4849,56910,FL2622408075919890316,UNNAMED,1989,3,16,87403.5057993768,287366932.616817,Wildfire
4854,50667,FL2623308059120140607,ALLIGATOR,2014,6,7,90740.2064049527,256019747.079218,Wildfire
4899,171317,FL2623708064719990419,STATE FIRE,1999,4,19,168130.829111489,865248859.122629,Wildfire
5002,60644,FL2602008107320070507,BICY COMPLEX,2007,5,7,187756.369354474,305979256.455294,Wildfire
5107,67959,FL2580408046920110605,PRAIRIEFIRE,2011,6,5,107913.745086808,340934809.303851,Wildfire
5127,52004,FL2583708052719850526,UNNAMED,1985,5,26,114803.054268376,260883486.373769,Unknown
5138,85437,FL2547708076419890517,INGRAHAM,1989,5,17,147006.685017523,426050375.098599,Wildfire
5167,90769,CO4058910540420120609,HIGH PARK,2012,6,9,176808.980407011,638711203.624187,Wildfire
5217,37301,FL2588308054520070817,MFC SOUTH FIRE,2007,8,17,78382.7132292379,187238637.785267,Wildfire
5248,44222,CO4095810663420160619,BEAVER CREEK,2016,6,19,321572.025204953,313992920.164099,Wildfire
5762,36877,FL2687208103920080502,MYAKKA CUT,2008,5,2,95763.8798079883,188303712.081503,Wildfire
5777,38664,FL2687308104020070224,MOONSHINE BAY,2007,2,24,97904.0804827989,197432391.519092,Wildfire
5896,47935,FL2688808186220060308,UNNAMED,2006,3,8,102061.930108652,244801627.54468,Unknown
6001,45954,FL2873008094519980724,UNNAMED,1998,7,24,138636.815956954,242726480.231501,Wildfire
7085,59179,FL2991908306120010528,UNNAMED,2001,5,28,109143.834240547,319747669.411512,Unknown
7198,121212,FL2919408119119980622,UNNAMED,1998,6,22,309016.108231956,645942558.340691,Wildfire
8082,35440,FL3054908246520120405,COUNTY LINE,2012,4,5,88787.1100361302,193870738.272497,Wildfire
8336,75089,FL3054608239119990521,FRIENDLY,1999,5,21,148983.346510519,411036562.461586,Wildfire
8400,84780,ID4227711406020120805,CAVE CANYON,2012,8,5,219275.951953546,627594683.62554,Wildfire
8445,80638,ID4243011543019950729,TUANA COMPLEX,1995,7,29,352896.719700867,599373564.536523,Wildfire
8451,62780,ID4256011535919850706,CROWS NEST,1985,7,6,159072.833868389,468557981.359783,Wildfire
8456,65416,ID4266311590220110814,BIGHILL,2011,8,14,179913.59086173,488197789.382549,Wildfire
8460,62445,ID4266811529419860810,BLUE BUTTE,1986,8,10,312644.754621516,467662296.006432,Wildfire
8470,50677,ID4213811276820060805,STONE 2,2006,8,5,137880.61830275,373221624.994647,Wildfire
8477,171410,ID4245311502520120707,KINYON ROAD,2012,7,7,309312.648312778,1280267858.65838,Wildfire
8504,567409,ID4216011532120070721,MURPHY COMPLEX,2007,7,21,875363.854408,4181801123.22001,Wildfire
8510,62699,ID4258011530420060823,SAILOR CAP,2006,8,23,186203.525056485,468257362.355741,Wildfire
8531,39774,ID4259311566320120806,EAST ROCK,2012,8,6,153908.450559481,298013636.489696,Wildfire
8566,47219,ID4261811618520120709,JACKS,2012,7,9,154385.424922581,352820011.943208,Wildfire
8599,199023,ID4263011521720050715,CLOVER,2005,7,15,412809.822348176,1488742083.35052,Wildfire
8610,69897,ID4222111319320070706,BLACK PINE 2,2007,7,6,297573.426793687,515210688.496258,Wildfire
8638,44229,ID4233411690020070706,TONGUE COMPLEX (CRUTCHER),2007,7,6,263338.39179407,327895190.524098,Wildfire
8649,36388,ID4224711508120000805,GRASS,2000,8,5,149273.726661493,268903530.025566,Wildfire
8675,215381,GA3094108231320070505,BIG TURNAROUND COMPLEX (FLOYDS ISLAND PRAIRIE),2007,5,5,380268.177699538,1188601719.51415,Wildfire
8822,330706,GA3067208246020070425,BIG TURNAROUND COMPLEX,2007,4,25,409016.273866755,1812469114.61768,Wildfire
8824,108894,GA3068508231820020503,BLACKJACK BAY COMPLEX,2002,5,3,248600.786915547,597777063.478029,Wildfire
8826,147065,GA3073008236920110430,HONEYPRAIRIE,2011,4,30,320000.778221008,807205831.511129,Wildfire
8941,52495,GA3111308242720070416,SWEAT FARM ROAD,2007,4,16,151885.219957416,290735598.493002,Wildfire
8959,142689,GA3086808245120110701,CRAVENSHAMMOCK,2011,7,1,509325.204310036,785407286.921353,Wildfire
9101,219424,ID4318311309619960827,COX'S WELL,1996,8,27,310610.786079671,1670824717.6637,Wildfire
9107,228631,ID4351911570619920819,FOOTHILLS,1992,8,19,543038.245169431,1760601888.99689,Wildfire
9111,147833,ID4308811381819920802,BLACK RIDGE,1992,8,2,259152.082343028,1122242187.51665,Wildfire
9117,70365,ID4319311451419900808,THORN CREEK,1990,8,8,240001.227576084,535977860.80174,Wildfire
9126,35980,ID4355611308220000917,INEEL,2000,9,17,128503.303784892,277344265.759526,Wildfire
9129,218581,ID4310411315820060815,CRYSTAL,2006,8,15,445843.484909082,1660170804.02607,Wildfire
9150,31575,ID4320511555120000807,OREGON TRAIL,2000,8,7,97756.1044685928,240597764.238466,Wildfire
9153,40551,ID4321211355820160817,LAIDLAW,2016,8,17,99336.0574460546,308869679.512179,Wildfire
9154,33144,ID4321211408420140714,PREACHER,2014,7,14,103606.739206033,252469586.037999,Wildfire
9157,111287,ID4345711455020130807,BEAVER CREEK,2013,8,7,338844.893048826,858701358.844586,Wildfire
9168,73479,ID4321811283820000726,COFFEE POINT NORTH,2000,7,26,190922.148101557,560145998.904222,Prescribed Fire
9193,282889,ID4311811696020150810,SODA,2015,8,10,392136.808476795,2164410413.83018,Wildfire
9201,45632,ID4365211280320110825,T17,2011,8,25,148649.042240586,353568110.421107,Wildfire
9203,48430,ID4366411446520070816,CASTLE ROCK,2007,8,16,111667.322660926,374634508.358249,Wildfire
9220,36090,ID4367611512820080807,SOUTH BARKER WFU,2008,8,7,163810.612405782,279133608.761343,Wildfire
9221,108542,ID4367911257020100713,JEFFERSON,2010,7,13,299454.943665029,840082670.332408,Wildfire
9238,129566,ID4334011550020130809,ELK COMPLEX,2013,8,9,230680.216682859,996279604.264991,Wildfire
9241,43547,ID4369311261519990821,INEEL FIRE,1999,8,21,117202.13682648,337185732.898017,Unknown
9243,141807,ID4371111536820120803,TRINITY RIDGE,2012,8,3,312148.995946699,1099184607.00843,Wildfire
9246,33548,ID4375011512820000815,TRAIL CREEK,2000,8,15,95845.0968334753,260256812.815665,Wildfire
9257,49625,ID4336511278819990720,CEDAR BUTTE,1999,7,20,148880.806679212,380123601.489158,Wildfire
9269,30626,ID4336711639119960730,COYOTE BUTTE,1996,7,30,150861.894858715,234608135.900198,Wildfire
9279,148189,ID4329411554820130809,PONY COMPLEX,2013,8,9,294304.084477259,1135852728.73737,Wildfire
9282,52989,ID4337411194720160821,HENRYS CREEK,2016,8,21,208748.822568523,406871967.993307,Wildfire
9337,56792,ID4299011308620000726,FLATTOP,2000,7,26,204107.54804711,429748561.554136,Prescribed Fire
9347,40087,ID4307411529820110815,BLAIR,2011,8,15,133430.635547074,303980296.57457,Wildfire
9358,66024,ID4281411549619870614,BROWNS CRK,1987,6,14,260024.825933162,496795771.40154,Wildfire
9373,32869,ID4282311405220120722,OWINZA,2012,7,22,104889.539739226,247310068.793764,Wildfire
9378,32363,ID4290411346820080818,NORTH MINIDOKA,2008,8,18,96725.8750932983,244214971.198604,Wildfire
9391,36682,ID4283311519319990830,EAST SLICK,1999,8,30,209454.475277544,276153853.272194,Wildfire
9407,44096,ID4283811433820070706,RED BRIDGE,2007,7,6,152146.664411935,332049379.73311,Wildfire
9420,138102,ID4304511327219990803,MULE BUTTE,1999,8,3,259776.09302241,1046891620.66146,Wildfire
9423,178385,ID4304711393919960703,RICHFIELDS,1996,7,3,311818.3421451,1352365497.12812,Wildfire
9446,302546,ID4275711507020100821,LONG BUTTE,2010,8,21,631663.855974657,2265889353.99691,Wildfire
9500,30724,ID4272911585620100805,CROWBAR,2010,8,5,113734.022531228,230304029.713213,Wildfire
9504,32550,ID4273911507119950728,TWIN BUTTE,1995,7,28,181559.087623505,244328145.731738,Wildfire
9517,45361,ID4295411350920050722,RUPERT,2005,7,22,180996.355936057,342855130.917036,Wildfire
9532,102341,ID4295911374920120805,FLAT TOP 2,2012,8,5,219043.585310334,775069612.367694,Wildfire
9533,31480,ID4295911379120120805,SHALE BUTTE,2012,8,5,119753.647950429,238316234.937596,Wildfire
9559,48981,ID4569811508120120809,PORCUPINE COMPLEX,2012,8,9,303668.341163179,406327374.007299,Wildfire
9569,36732,ID4637411451920070718,BRIDGE,2007,7,18,189073.902000663,312170540.929365,Wildfire
9621,48459,ID4627411605820150811,KAMIAH GULCH,2015,8,11,137205.89902736,410713855.364611,Wildfire
9664,30710,ID4550511588320060816,HEAVENS GATE COMPLEX (BLACK BUTTE),2006,8,16,147939.57775406,252670423.616447,Wildfire
9665,30877,ID4551711451120110818,SADDLECOMPLEX,2011,8,18,142806.08303918,254508932.108082,Wildfire
9694,50770,ID4553411629920120906,SHEEP,2012,9,6,124180.231594764,419254726.63673,Wildfire
9696,102523,ID4554811559420070713,RATTLESNAKE,2007,7,13,547272.613340752,844339444.19955,Wildfire
9701,131397,ID4594011680920000811,MALONEY CREEK,2000,8,11,267756.673134488,1099345909.39091,Wildfire
9709,39495,ID4557011468119960723,SWET-WARRIOR COMPLEX  (SWET CREEK),1996,7,23,130401.228668382,326105115.720068,Wildfire
9725,42348,ID4557911514619880813,LADDER,1988,8,13,125689.890399031,349777755.459901,Wildfire
9739,47258,ID4559711556320120827,MCGUIRE COMPLEX,2012,8,27,163423.051270573,390962410.77965,Wildfire
9741,30482,ID4560811517420150724,CROWN,2015,7,24,191718.707487014,252555378.276845,Wildfire
9744,59704,ID4562411645420070718,POE CABIN,2007,7,18,162442.336059908,493924795.811304,Wildfire
9762,65397,ID4599311683120140803,BIG COUGAR,2014,8,3,138085.305367461,548219046.093564,Wildfire
9780,50646,ID4605311687720070713,CHIMNEY COMPLEX,2007,7,13,137588.098856007,425452751.574339,Wildfire
9783,39448,ID4606811540520150815,WASH,2015,8,15,230523.767937018,330864810.189926,Wildfire
9798,33403,ID4430011536720060813,RED MOUNTAIN,2006,8,13,163502.020606656,264362851.660465,Wildfire
9806,318723,ID4510511570820070706,EAST ZONE COMPLEX (RAINES),2007,7,6,1029936.13658239,2596406691.73614,Wildfire
9814,37332,ID4539911656820050806,GRANITE COMPLEX,2005,8,6,141911.758459965,306396378.695787,Wildfire
9815,90611,ID4540111516420000731,FLOSSIE COMPLEX,2000,7,31,280245.040423201,743730197.746788,Wildfire
9826,170322,ID4519911434120000710,CLEAR CREEK DIVIDE COMPLEX (CLEAR CREEK),2000,7,10,305006.913958117,1388116413.61325,Wildfire
9827,48138,ID4519911475819880824,GOLDEN,1988,8,24,130757.692489889,392325681.921422,Wildfire
9831,94879,ID4520811624820150812,TEPEE SPRINGS,2015,8,12,303247.465754888,777191737.6246,Wildfire
9832,129849,ID4521611552119940811,PORPHYRY SOUTH,1994,8,11,274454.216244617,1058890951.96386,Wildfire
9842,50967,ID4464911452420070730,SHOWER BATH COMPLEX (SHOWER BATH),2007,7,30,186576.036962189,407550363.625635,Wildfire
9866,140101,ID4515511602719940802,CORRAL CREEK-BLACKWELL COMPLEX,1994,8,2,334450.098124431,1140088181.88719,Wildfire
9870,377633,ID4542411459020120730,MUSTANG COMPLEX,2012,7,30,606634.181571792,3106554824.80639,Wildfire
9885,45077,ID4527011497119880711,SLIVER CREEK,1988,7,11,157594.864124888,368248182.178172,Wildfire
9889,38701,ID4432211252120030805,DEEP,2003,8,5,105428.558209917,306045083.723162,Wildfire
9904,317156,ID4475011554820070717,CASCADE COMPLEX (MONUMENTAL),2007,7,17,942956.141909483,2540829338.12135,Wildfire
9905,53790,ID4475111519220000811,SALMON CHALLIS WILDERNESS COMPLEX (LITTLE PISTOL),2000,8,11,134559.923950567,431634194.607948,Wildfire
9910,150456,ID4392811541119940728,IDAHO CITY COMPLEX (RABBIT CREEK),1994,7,28,348550.129798642,1174159015.638,Wildfire
9915,189596,ID4395011576220160718,PIONEER,2016,7,18,682812.760004674,1489085202.27669,Wildfire
9937,50106,ID4482211481920070717,SHOWER BATH COMPLEX (RED BLUFF),2007,7,17,299649.22940787,402794341.005335,Wildfire
9943,40847,ID4399611662019860810,BISSELL CK,1986,8,10,116778.247634714,319487780.286271,Wildfire
9948,39901,ID4403611644319860810,VAN DUSEN,1986,8,10,138884.078466164,312513770.605721,Wildfire
9970,49357,ID4537411488820070616,KRASSEL COMPLEX (TAG WFU),2007,6,16,277173.423015363,404703254.014631,Wildland Fire Use
9971,67284,ID4537511565420000714,BURGDORF JUNCTION,2000,7,14,226902.67409242,551876298.97376,Wildfire
9988,190157,ID4444511516620120727,HALSTEAD,2012,7,27,563693.199042632,1508983375.41385,Wildfire
10013,40801,ID4408611472820050903,VALLEY ROAD,2005,9,3,172650.205054276,320096969.675562,Wildfire
10020,57051,ID4448411541019870804,DEADWOOD,1987,8,4,195375.055342042,453644217.810644,Wildfire
