reading,rainfall,county,fire_name
2008-02-03,0.99,Siskiyou,Klamath
2008-02-04,1.35,Siskiyou,Klamath
2008-02-23,0.12,Siskiyou,Klamath
2008-02-25,0.08,Siskiyou,Klamath
2008-03-14,0.1,Siskiyou,Klamath
2008-03-17,0.15,Siskiyou,Klamath
2008-03-21,0.1,Siskiyou,Klamath
2008-03-24,0.06,Siskiyou,Klamath
2008-03-27,0.09,Siskiyou,Klamath
2008-04-22,0.06,Siskiyou,Klamath
2008-04-23,0.5,Siskiyou,Klamath
2008-05-26,0.25,Siskiyou,Klamath
2008-05-27,1.16,Siskiyou,Klamath
2008-05-28,0.35,Siskiyou,Klamath
2008-05-29,0.12,Siskiyou,Klamath
2007-09-22,0.11,Monterey,Basin
2007-09-23,0.1,Monterey,Basin
2007-10-13,0.3,Monterey,Basin
2007-12-07,0.17,Monterey,Basin
2007-12-18,0.2,Monterey,Basin
2008-01-04,2.01,Monterey,Basin
2008-01-05,0.28,Monterey,Basin
2008-01-06,0.5,Monterey,Basin
2008-01-07,0.14,Monterey,Basin
2008-01-22,0.68,Monterey,Basin
2008-01-23,0.5,Monterey,Basin
2008-01-24,0.65,Monterey,Basin
2008-01-25,0.25,Monterey,Basin
2008-01-26,0.61,Monterey,Basin
2008-01-27,0.49,Monterey,Basin
2008-01-28,0.16,Monterey,Basin
2008-02-03,0.08,Monterey,Basin
2008-02-23,0.2,Monterey,Basin
2008-02-24,0.75,Monterey,Basin
2008-03-16,0.13,Monterey,Basin
2008-04-02,0.24,Monterey,Basin
2008-04-03,0.13,Monterey,Basin
2005-09-27,0.33,Ventura,Day
2005-10-17,0.28,Ventura,Day
2005-10-18,0.79,Ventura,Day
2005-10-25,0.08,Ventura,Day
2005-11-09,0.2,Ventura,Day
2005-11-10,1.04,Ventura,Day
2005-12-02,0.38,Ventura,Day
2005-12-26,0.17,Ventura,Day
2005-12-31,1.25,Ventura,Day
2006-01-01,1.25,Ventura,Day
2006-01-02,2.27,Ventura,Day
2006-01-03,1.73,Ventura,Day
2006-01-15,0.23,Ventura,Day
2006-02-18,0.34,Ventura,Day
2006-02-19,0.21,Ventura,Day
2006-02-28,3.6,Ventura,Day
2006-03-03,0.82,Ventura,Day
2006-03-06,0.46,Ventura,Day
2006-03-07,0.19,Ventura,Day
2006-03-11,0.2,Ventura,Day
2006-03-17,0.17,Ventura,Day
2006-03-21,0.39,Ventura,Day
2006-03-28,1.66,Ventura,Day
2006-03-29,0.75,Ventura,Day
2006-03-31,0.06,Ventura,Day
2006-04-01,0.71,Ventura,Day
2006-04-04,1.85,Ventura,Day
2006-04-05,1.84,Ventura,Day
2006-04-11,0.19,Ventura,Day
2006-04-15,0.58,Ventura,Day
2006-04-23,0.1,Ventura,Day
2006-05-22,1.17,Ventura,Day
2008-11-01,0.22,Los Angeles,Station
2008-11-09,0.09,Los Angeles,Station
2008-11-26,1.03,Los Angeles,Station
2008-11-27,0.09,Los Angeles,Station
2008-12-15,0.43,Los Angeles,Station
2008-12-18,1.06,Los Angeles,Station
2009-02-06,0.35,Los Angeles,Station
2009-02-07,0.6,Los Angeles,Station
2009-02-08,0.44,Los Angeles,Station
2009-02-09,0.38,Los Angeles,Station
2009-02-11,0.14,Los Angeles,Station
2009-02-12,0.16,Los Angeles,Station
2009-02-13,0.21,Los Angeles,Station
2009-02-16,0.76,Los Angeles,Station
2009-03-05,0.06,Los Angeles,Station
2009-03-22,0.17,Los Angeles,Station
2017-11-09,0.09,Butte,Camp
2017-11-10,0.09,Butte,Camp
2017-11-15,0.57,Butte,Camp
2017-11-16,0.17,Butte,Camp
2017-11-20,0.45,Butte,Camp
2017-11-26,0.62,Butte,Camp
2017-11-27,0.14,Butte,Camp
2017-12-20,0.07,Butte,Camp
2018-01-03,0.06,Butte,Camp
2018-01-04,0.12,Butte,Camp
2018-01-05,0.2,Butte,Camp
2018-01-08,1.89,Butte,Camp
2018-01-09,0.39,Butte,Camp
2018-01-16,0.13,Butte,Camp
2018-01-21,0.22,Butte,Camp
2018-01-22,0.15,Butte,Camp
2018-01-24,0.22,Butte,Camp
2018-02-28,0.24,Butte,Camp
2018-03-01,0.63,Butte,Camp
2018-03-02,0.15,Butte,Camp
2018-03-07,0.09,Butte,Camp
2018-03-08,0.11,Butte,Camp
2018-03-12,0.19,Butte,Camp
2018-03-13,0.38,Butte,Camp
2018-03-14,0.14,Butte,Camp
2018-03-15,0.18,Butte,Camp
2018-03-20,0.54,Butte,Camp
2018-03-21,0.51,Butte,Camp
2018-03-22,0.4,Butte,Camp
2018-04-05,0.2,Butte,Camp
2018-04-06,2.25,Butte,Camp
2018-04-07,0.42,Butte,Camp
2018-04-16,0.18,Butte,Camp
2018-05-25,0.71,Butte,Camp
2018-10-02,0.11,Butte,Camp
2018-10-03,0.54,Butte,Camp
2014-10-31,0.91,Fresno,Rough
2014-11-01,0.12,Fresno,Rough
2014-12-02,0.73,Fresno,Rough
2014-12-11,0.33,Fresno,Rough
2014-12-12,1.14,Fresno,Rough
2014-12-15,0.23,Fresno,Rough
2014-12-16,0.16,Fresno,Rough
2014-12-17,0.22,Fresno,Rough
2014-12-22,0.07,Fresno,Rough
2015-01-27,0.08,Fresno,Rough
2015-02-07,0.12,Fresno,Rough
2015-02-22,0.11,Fresno,Rough
2015-04-07,0.33,Fresno,Rough
2015-04-25,0.11,Fresno,Rough
2015-05-07,0.19,Fresno,Rough
2015-05-14,0.27,Fresno,Rough
2001-10-30,0.21,Tulare,McNally
2001-10-31,0.08,Tulare,McNally
2001-11-12,0.92,Tulare,McNally
2001-11-22,0.06,Tulare,McNally
2001-11-24,0.52,Tulare,McNally
2001-11-29,0.06,Tulare,McNally
2001-12-02,0.62,Tulare,McNally
2001-12-03,0.15,Tulare,McNally
2001-12-09,0.08,Tulare,McNally
2001-12-14,0.43,Tulare,McNally
2001-12-21,0.42,Tulare,McNally
2001-12-23,0.1,Tulare,McNally
2001-12-28,0.08,Tulare,McNally
2001-12-29,0.74,Tulare,McNally
2001-12-30,0.35,Tulare,McNally
2001-12-31,0.1,Tulare,McNally
2002-01-03,0.5,Tulare,McNally
2002-01-27,0.59,Tulare,McNally
2002-01-28,0.1,Tulare,McNally
2002-02-17,0.25,Tulare,McNally
2002-03-06,0.24,Tulare,McNally
2002-03-07,0.09,Tulare,McNally
2002-03-17,0.2,Tulare,McNally
2002-03-18,0.15,Tulare,McNally
2002-03-23,0.49,Tulare,McNally
2002-03-24,0.14,Tulare,McNally
2002-04-26,0.67,Tulare,McNally
2002-05-20,0.07,Tulare,McNally
2002-05-21,0.11,Tulare,McNally
1998-09-10,0.36,Trinity,BigBarComplex
1998-09-28,0.33,Trinity,BigBarComplex
1998-10-13,0.4,Trinity,BigBarComplex
1998-10-24,0.85,Trinity,BigBarComplex
1998-10-25,0.38,Trinity,BigBarComplex
1998-11-01,0.36,Trinity,BigBarComplex
1998-11-03,0.09,Trinity,BigBarComplex
1998-11-05,0.16,Trinity,BigBarComplex
1998-11-06,0.23,Trinity,BigBarComplex
1998-11-07,0.67,Trinity,BigBarComplex
1998-11-08,0.4,Trinity,BigBarComplex
1998-11-10,0.16,Trinity,BigBarComplex
1998-11-11,0.38,Trinity,BigBarComplex
1998-11-17,0.64,Trinity,BigBarComplex
1998-11-21,1.0,Trinity,BigBarComplex
1998-11-22,1.8,Trinity,BigBarComplex
1998-11-23,1.0,Trinity,BigBarComplex
1998-11-24,1.25,Trinity,BigBarComplex
1998-11-25,0.06,Trinity,BigBarComplex
1998-11-26,0.47,Trinity,BigBarComplex
1998-11-27,0.22,Trinity,BigBarComplex
1998-11-29,0.81,Trinity,BigBarComplex
1998-11-30,0.93,Trinity,BigBarComplex
1998-12-01,0.66,Trinity,BigBarComplex
1998-12-02,0.53,Trinity,BigBarComplex
1998-12-03,0.38,Trinity,BigBarComplex
1998-12-12,0.41,Trinity,BigBarComplex
1998-12-13,0.18,Trinity,BigBarComplex
1998-12-14,0.31,Trinity,BigBarComplex
1998-12-20,1.07,Trinity,BigBarComplex
1998-12-31,0.2,Trinity,BigBarComplex
1999-01-15,0.55,Trinity,BigBarComplex
1999-01-16,0.4,Trinity,BigBarComplex
1999-01-17,0.26,Trinity,BigBarComplex
1999-01-18,0.91,Trinity,BigBarComplex
1999-01-19,0.21,Trinity,BigBarComplex
1999-01-20,0.26,Trinity,BigBarComplex
1999-01-21,0.72,Trinity,BigBarComplex
1999-01-22,0.07,Trinity,BigBarComplex
1999-01-23,0.93,Trinity,BigBarComplex
1999-01-24,0.12,Trinity,BigBarComplex
1999-01-27,0.08,Trinity,BigBarComplex
1999-01-31,0.51,Trinity,BigBarComplex
1999-02-01,0.06,Trinity,BigBarComplex
1999-02-06,0.42,Trinity,BigBarComplex
1999-02-07,2.27,Trinity,BigBarComplex
1999-02-08,0.18,Trinity,BigBarComplex
1999-02-09,1.4,Trinity,BigBarComplex
1999-02-10,1.1,Trinity,BigBarComplex
1999-02-14,0.53,Trinity,BigBarComplex
1999-02-16,0.4,Trinity,BigBarComplex
1999-02-17,0.9,Trinity,BigBarComplex
1999-02-18,0.11,Trinity,BigBarComplex
1999-02-19,0.92,Trinity,BigBarComplex
1999-02-21,0.82,Trinity,BigBarComplex
1999-02-22,0.25,Trinity,BigBarComplex
1999-02-23,0.38,Trinity,BigBarComplex
1999-02-25,0.53,Trinity,BigBarComplex
1999-02-26,0.12,Trinity,BigBarComplex
1999-02-27,0.59,Trinity,BigBarComplex
1999-02-28,0.53,Trinity,BigBarComplex
1999-03-03,0.64,Trinity,BigBarComplex
1999-03-04,0.06,Trinity,BigBarComplex
1999-03-05,0.11,Trinity,BigBarComplex
1999-03-09,0.62,Trinity,BigBarComplex
1999-03-14,0.14,Trinity,BigBarComplex
1999-03-15,0.22,Trinity,BigBarComplex
1999-03-20,0.11,Trinity,BigBarComplex
1999-03-21,0.06,Trinity,BigBarComplex
1999-03-22,0.07,Trinity,BigBarComplex
1999-03-23,0.08,Trinity,BigBarComplex
1999-03-24,0.47,Trinity,BigBarComplex
1999-03-25,0.48,Trinity,BigBarComplex
1999-03-30,0.26,Trinity,BigBarComplex
1999-03-31,0.6,Trinity,BigBarComplex
1999-04-04,0.06,Trinity,BigBarComplex
1999-04-05,0.18,Trinity,BigBarComplex
1999-04-06,0.1,Trinity,BigBarComplex
1999-04-08,0.28,Trinity,BigBarComplex
1999-04-09,0.08,Trinity,BigBarComplex
1999-04-10,0.13,Trinity,BigBarComplex
1999-04-11,0.48,Trinity,BigBarComplex
1999-05-03,0.2,Trinity,BigBarComplex
1999-05-04,0.2,Trinity,BigBarComplex
1999-05-15,0.1,Trinity,BigBarComplex
1999-06-03,0.11,Trinity,BigBarComplex
1999-08-07,0.2,Trinity,BigBarComplex
1999-08-11,0.07,Trinity,BigBarComplex
